agent_id,employee_code,vendor_id,team,status,first_seen_active_at,identity_confidence
AGT0000373,EMP00388,VND0000004,T3,ACTIVE,2026-01-01 06:18:37,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000374,EMP00087,VND0000003,FIELD,SUSPENDED,2026-01-06 12:36:53,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000375,EMP00048,VND0000006,FIELD,SUSPENDED,2026-01-03 04:54:07,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000376,EMP00040,VND0000012,FIELD,ACTIVE,2026-01-03 16:11:27,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000377,EMP00286,VND0000003,T2,ACTIVE,2026-01-03 02:50:48,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000378,EMP00249,VND0000002,T2,ACTIVE,2026-01-07 12:06:31,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000379,EMP00086,VND0000007,T3,ACTIVE,2026-01-01 03:52:59,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000380,EMP00412,VND0000005,T3,SUSPENDED,2026-01-01 20:37:01,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000381,EMP00006,VND0000004,FIELD,SUSPENDED,2026-01-03 12:36:43,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000382,EMP00323,VND0000008,FIELD,ACTIVE,2026-01-01 03:26:06,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000383,EMP00453,VND0000004,T1,INACTIVE,2026-01-02 22:40:16,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000384,EMP00051,VND0000011,FIELD,ACTIVE,2026-01-01 15:12:13,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000385,EMP00008,VND0000004,FIELD,INACTIVE,2026-01-01 09:15:43,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000386,EMP00096,VND0000005,DIGITAL,INACTIVE,2026-01-07 08:55:57,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000387,EMP00103,VND0000005,T3,INACTIVE,2026-01-07 12:40:28,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000388,EMP00163,VND0000012,T1,ACTIVE,2026-01-01 09:17:18,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000389,EMP00010,VND0000005,T3,ACTIVE,2026-01-04 00:34:53,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000390,EMP01049,VND0000012,DIGITAL,INACTIVE,2026-01-05 15:22:38,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000391,EMP00940,VND0000011,FIELD,ACTIVE,2026-01-01 22:14:23,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000392,EMP00668,VND0000011,T2,ACTIVE,2026-01-05 12:48:00,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000393,EMP00002,VND0000006,FIELD,ACTIVE,2026-01-02 22:57:37,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000394,EMP00008,VND0000011,T2,SUSPENDED,2026-01-04 13:54:02,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000395,EMP00028,VND0000014,T1,INACTIVE,2026-01-06 21:55:29,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000396,EMP00942,VND0000001,DIGITAL,INACTIVE,2026-01-03 17:31:14,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000397,EMP00008,VND0000004,T2,INACTIVE,2026-01-01 08:38:00,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000398,EMP00004,VND0000002,T3,ACTIVE,2026-01-02 07:11:48,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000399,EMP00008,VND0000004,DIGITAL,SUSPENDED,2026-01-03 14:53:48,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000400,EMP00120,VND0000005,T3,INACTIVE,2026-01-01 10:00:33,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000401,EMP00035,VND0000002,T3,ACTIVE,2026-01-02 10:27:31,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000402,EMP00615,VND0000012,FIELD,ACTIVE,2026-01-01 14:56:54,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000403,EMP00001,VND0000005,FIELD,SUSPENDED,2026-01-03 11:25:10,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000404,EMP00047,VND0000009,DIGITAL,INACTIVE,2026-01-08 17:50:50,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000405,EMP00011,VND0000015,FIELD,ACTIVE,2026-01-01 07:57:24,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000406,EMP00062,VND0000015,DIGITAL,INACTIVE,2026-01-05 16:50:24,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000407,EMP00599,VND0000002,FIELD,INACTIVE,2026-01-01 13:24:01,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000408,EMP00005,VND0000004,T1,SUSPENDED,2026-01-06 12:28:53,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000409,EMP00008,VND0000002,T1,INACTIVE,2026-01-01 22:00:51,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000410,EMP00137,VND0000009,T1,SUSPENDED,2026-01-03 10:38:37,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000411,EMP00013,VND0000003,T1,SUSPENDED,2026-01-15 02:23:02,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000412,EMP00136,VND0000001,T1,INACTIVE,2026-01-02 01:31:23,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000413,EMP00008,VND0000010,DIGITAL,INACTIVE,2026-01-01 06:54:43,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000414,EMP00411,VND0000005,T3,INACTIVE,2026-01-01 16:46:20,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000415,EMP00046,VND0000005,FIELD,SUSPENDED,2026-01-01 02:00:57,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000416,EMP00035,VND0000009,DIGITAL,SUSPENDED,2026-01-01 01:55:54,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000417,EMP00045,VND0000005,T1,INACTIVE,2026-01-02 15:00:05,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000418,EMP00064,VND0000015,T1,ACTIVE,2026-01-01 04:36:27,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000419,EMP00005,VND0000013,FIELD,ACTIVE,2026-01-03 20:23:58,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000420,EMP00286,VND0000001,DIGITAL,INACTIVE,2026-01-01 05:43:04,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000421,EMP00409,VND0000001,T2,SUSPENDED,2026-01-02 01:55:12,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000422,EMP00016,VND0000001,T3,SUSPENDED,2026-01-01 04:56:33,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000423,EMP00610,VND0000001,T1,ACTIVE,2026-01-03 17:50:45,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000424,EMP00047,VND0000006,T3,INACTIVE,2026-01-01 17:00:27,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000425,EMP00805,VND0000007,T3,ACTIVE,2026-01-02 14:16:52,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000426,EMP00061,VND0000002,FIELD,SUSPENDED,2026-01-01 17:10:59,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000427,EMP00138,VND0000012,T1,SUSPENDED,2026-01-03 17:14:10,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000428,EMP00365,VND0000014,DIGITAL,SUSPENDED,2026-01-03 22:19:30,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000429,EMP00005,VND0000004,FIELD,ACTIVE,2026-01-08 17:06:38,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000430,EMP00473,VND0000001,T1,ACTIVE,2026-01-05 22:49:45,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000431,EMP00082,VND0000009,T3,ACTIVE,2026-01-03 19:49:35,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000432,EMP00006,VND0000013,T1,SUSPENDED,2026-01-06 23:04:24,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000433,EMP00079,VND0000011,FIELD,ACTIVE,2026-01-06 00:47:39,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000434,EMP00063,VND0000006,T1,INACTIVE,2026-01-01 15:52:57,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000435,EMP00054,VND0000015,T2,INACTIVE,2026-01-05 13:23:37,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000436,EMP00276,VND0000001,T3,ACTIVE,2026-01-02 10:35:16,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000437,EMP00004,VND0000001,T1,ACTIVE,2026-01-08 02:29:04,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000438,EMP00011,VND0000014,FIELD,SUSPENDED,2026-01-03 11:51:34,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000439,EMP00021,VND0000001,T1,INACTIVE,2026-01-03 17:25:27,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000440,EMP00676,VND0000010,T3,SUSPENDED,2026-01-12 02:06:34,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000441,EMP00070,VND0000004,FIELD,INACTIVE,2026-01-01 15:30:49,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000442,EMP00112,VND0000003,DIGITAL,INACTIVE,2026-01-01 07:52:56,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000443,EMP00004,VND0000004,DIGITAL,INACTIVE,2026-01-02 03:03:44,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000444,EMP00026,VND0000015,FIELD,SUSPENDED,2026-01-01 19:58:16,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000445,EMP00066,VND0000011,DIGITAL,ACTIVE,2026-01-06 05:07:24,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000446,EMP00478,VND0000002,DIGITAL,SUSPENDED,2026-01-04 18:37:26,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000447,EMP00019,VND0000011,T3,SUSPENDED,2026-01-02 10:01:56,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000448,EMP00833,VND0000003,T1,INACTIVE,2026-01-04 00:16:16,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000449,EMP00329,VND0000015,DIGITAL,INACTIVE,2026-01-08 06:01:01,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000450,EMP00178,VND0000010,T3,INACTIVE,2026-01-02 10:07:05,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000451,EMP00078,VND0000001,FIELD,SUSPENDED,2026-01-01 07:33:52,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000452,EMP00067,VND0000012,T1,ACTIVE,2026-01-03 00:57:18,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000453,EMP00006,VND0000001,FIELD,ACTIVE,2026-01-01 02:47:55,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000454,EMP00083,VND0000007,T1,ACTIVE,2026-01-03 09:52:06,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000455,EMP00027,VND0000002,T3,SUSPENDED,2026-01-05 08:15:51,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000456,EMP00004,VND0000001,T1,ACTIVE,2026-01-02 09:31:11,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000457,EMP00348,VND0000009,T3,SUSPENDED,2026-01-10 08:29:48,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000458,EMP00777,VND0000012,T3,SUSPENDED,2026-01-01 11:12:34,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000459,EMP00197,VND0000007,FIELD,ACTIVE,2026-01-01 01:20:21,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000460,EMP00007,VND0000015,DIGITAL,INACTIVE,2026-01-02 10:32:20,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000461,EMP00021,VND0000014,FIELD,SUSPENDED,2026-01-02 00:13:52,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000462,EMP00338,VND0000015,T2,INACTIVE,2026-01-08 04:09:36,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000463,EMP00022,VND0000010,T2,ACTIVE,2026-01-01 13:41:36,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000464,EMP00733,VND0000004,T1,ACTIVE,2026-01-11 04:18:59,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000465,EMP00117,VND0000001,DIGITAL,INACTIVE,2026-01-01 21:06:11,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000466,EMP00019,VND0000009,T2,SUSPENDED,2026-01-01 22:54:34,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000467,EMP00034,VND0000005,T2,INACTIVE,2026-01-06 02:10:28,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000468,EMP00041,VND0000006,T1,ACTIVE,2026-01-01 23:21:12,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000469,EMP00049,VND0000006,FIELD,SUSPENDED,2026-01-01 20:49:47,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000470,EMP00001,VND0000002,T1,ACTIVE,2026-01-04 15:40:40,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000471,EMP00029,VND0000003,DIGITAL,INACTIVE,2026-01-04 12:19:26,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000472,EMP00090,VND0000002,T3,SUSPENDED,2026-01-02 12:24:55,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000473,EMP00012,VND0000002,FIELD,SUSPENDED,2026-01-02 03:46:10,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000474,EMP00668,VND0000011,T2,ACTIVE,2026-01-03 04:27:05,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000475,EMP00837,VND0000006,T1,SUSPENDED,2026-01-01 11:37:30,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000476,EMP00399,VND0000012,T3,SUSPENDED,2026-01-01 17:28:05,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000477,EMP00426,VND0000014,FIELD,ACTIVE,2026-01-01 05:21:05,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000478,EMP00014,VND0000012,FIELD,ACTIVE,2026-01-02 20:38:41,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000479,EMP00092,VND0000006,T1,ACTIVE,2026-01-01 11:36:38,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000480,EMP00479,VND0000013,T2,ACTIVE,2026-01-02 16:41:54,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000481,EMP00005,VND0000003,T1,INACTIVE,2026-01-03 20:42:01,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000482,EMP00037,VND0000002,FIELD,ACTIVE,2026-01-02 14:15:51,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000483,EMP00002,VND0000014,DIGITAL,INACTIVE,2026-01-02 21:08:26,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000484,EMP00066,VND0000014,T3,INACTIVE,2025-12-29 06:52:37,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000485,EMP00026,VND0000002,T1,INACTIVE,2026-01-07 02:36:56,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000486,EMP00148,VND0000010,T3,ACTIVE,2026-01-06 01:38:09,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000487,EMP00169,VND0000013,FIELD,SUSPENDED,2026-01-02 16:07:18,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000488,EMP00630,VND0000007,FIELD,SUSPENDED,2026-01-04 02:02:55,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000489,EMP00015,VND0000002,T1,SUSPENDED,2026-01-04 04:20:53,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000490,EMP00141,VND0000003,FIELD,INACTIVE,2026-01-01 07:35:51,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000491,EMP00020,VND0000005,T2,ACTIVE,2026-01-02 20:18:01,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000492,EMP00736,VND0000014,T1,SUSPENDED,2026-01-03 13:09:07,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000493,EMP00947,VND0000002,T1,INACTIVE,2026-01-06 02:16:40,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000494,EMP00039,VND0000002,T2,SUSPENDED,2026-01-02 22:40:24,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000495,EMP00009,VND0000006,DIGITAL,ACTIVE,2026-01-04 01:11:17,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000496,EMP00020,VND0000005,DIGITAL,ACTIVE,2026-01-02 02:45:49,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000497,EMP00284,VND0000002,DIGITAL,INACTIVE,2026-01-03 07:44:56,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000498,EMP00012,VND0000012,T2,INACTIVE,2026-01-04 15:17:23,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000499,EMP00042,VND0000009,FIELD,INACTIVE,2026-01-07 06:14:15,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000500,EMP00061,VND0000006,DIGITAL,ACTIVE,2026-01-03 11:13:35,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000501,EMP00053,VND0000009,T1,SUSPENDED,2026-01-02 09:01:05,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000502,EMP00107,VND0000003,DIGITAL,INACTIVE,2026-01-02 21:00:39,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000503,EMP00015,VND0000001,T3,ACTIVE,2026-01-01 22:49:34,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000504,EMP00070,VND0000004,T2,ACTIVE,2026-01-05 09:06:47,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000505,EMP00053,VND0000002,DIGITAL,INACTIVE,2026-01-01 11:35:49,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000506,EMP00485,VND0000007,DIGITAL,INACTIVE,2026-01-06 05:03:16,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000507,EMP00632,VND0000004,T1,ACTIVE,2026-01-02 06:56:41,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000508,EMP00095,VND0000001,FIELD,ACTIVE,2026-01-01 03:24:37,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000509,EMP00038,VND0000001,T2,ACTIVE,2026-01-06 10:51:27,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000510,EMP00890,VND0000003,DIGITAL,INACTIVE,2026-01-03 15:13:55,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000511,EMP00058,VND0000006,T3,INACTIVE,2026-01-07 14:04:15,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000512,EMP00023,VND0000007,T2,ACTIVE,2026-01-04 07:20:40,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000513,EMP00005,VND0000014,T3,ACTIVE,2026-01-03 08:47:27,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000514,EMP00036,VND0000001,FIELD,ACTIVE,2026-01-08 05:48:02,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000515,EMP00067,VND0000014,T2,ACTIVE,2026-01-02 20:57:47,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000516,EMP00917,VND0000015,T2,INACTIVE,2026-01-05 15:51:43,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000517,EMP00335,VND0000009,T1,INACTIVE,2026-01-05 12:12:12,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000518,EMP00009,VND0000005,T3,ACTIVE,2026-01-03 06:36:57,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000519,EMP00025,VND0000013,T3,ACTIVE,2026-01-04 13:50:38,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000520,EMP00046,VND0000001,T1,INACTIVE,2026-01-08 11:25:46,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000521,EMP00628,VND0000001,FIELD,SUSPENDED,2026-01-02 20:51:02,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000522,EMP00142,VND0000011,T2,INACTIVE,2026-01-04 04:32:55,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000523,EMP00012,VND0000012,DIGITAL,SUSPENDED,2026-01-10 19:29:50,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000524,EMP00070,VND0000008,T3,ACTIVE,2026-01-01 17:52:10,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000525,EMP00057,VND0000013,FIELD,INACTIVE,2026-01-04 10:42:30,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000526,EMP00286,VND0000012,FIELD,ACTIVE,2026-01-01 05:01:57,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000527,EMP00020,VND0000002,T3,INACTIVE,2026-01-02 05:14:21,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000528,EMP00017,VND0000004,T3,SUSPENDED,2026-01-02 01:52:28,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000529,EMP00031,VND0000005,DIGITAL,ACTIVE,2026-01-01 08:25:15,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000530,EMP00649,VND0000005,DIGITAL,ACTIVE,2026-01-01 18:49:10,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000531,EMP00008,VND0000002,T1,ACTIVE,2026-01-02 00:57:30,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000532,EMP00005,VND0000013,DIGITAL,SUSPENDED,2026-01-04 09:17:16,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000533,EMP00648,VND0000007,DIGITAL,INACTIVE,2026-01-02 18:47:14,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000534,EMP00407,VND0000013,T2,INACTIVE,2026-01-01 20:27:10,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000535,EMP00045,VND0000009,DIGITAL,SUSPENDED,2026-01-01 23:13:55,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000536,EMP00028,VND0000001,T2,ACTIVE,2026-01-01 04:35:25,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000537,EMP00010,VND0000011,DIGITAL,ACTIVE,2026-01-03 04:18:14,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000538,EMP00090,VND0000011,FIELD,ACTIVE,2026-01-04 19:27:47,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000539,EMP00524,VND0000001,T3,SUSPENDED,2026-01-02 09:38:58,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000540,EMP00933,VND0000006,DIGITAL,INACTIVE,2026-01-01 19:09:56,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000541,EMP00968,VND0000006,DIGITAL,ACTIVE,2026-01-02 16:33:59,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000542,EMP00261,VND0000005,DIGITAL,INACTIVE,2026-01-03 20:53:59,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000543,EMP00017,VND0000007,T1,SUSPENDED,2026-01-03 15:37:12,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000544,EMP00117,VND0000014,T1,INACTIVE,2026-01-02 20:17:20,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000545,EMP00019,VND0000010,FIELD,SUSPENDED,2026-01-01 00:46:38,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000546,EMP00520,VND0000003,FIELD,INACTIVE,2026-01-01 20:09:43,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000547,EMP00178,VND0000009,T1,ACTIVE,2026-01-01 23:27:53,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000548,EMP00007,VND0000010,FIELD,INACTIVE,2026-01-03 03:32:36,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000549,EMP00686,VND0000007,T2,ACTIVE,2026-01-02 18:52:14,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000550,EMP00108,VND0000002,DIGITAL,INACTIVE,2026-01-05 04:29:13,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000551,EMP00397,VND0000003,T1,INACTIVE,2026-01-01 04:37:53,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000552,EMP00016,VND0000004,FIELD,ACTIVE,2026-01-09 23:51:02,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000553,EMP00026,VND0000003,T2,INACTIVE,2026-01-02 02:27:41,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000554,EMP00002,VND0000015,T1,SUSPENDED,2026-01-01 09:12:25,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000555,EMP00013,VND0000002,T1,ACTIVE,2026-01-03 04:46:00,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000556,EMP00690,VND0000011,FIELD,INACTIVE,2026-01-01 15:45:23,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000557,EMP00005,VND0000001,T1,SUSPENDED,2026-01-02 02:18:01,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000558,EMP00558,VND0000005,T3,ACTIVE,2026-01-01 02:48:19,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
AGT0000559,EMP00471,VND0000008,T3,SUSPENDED,2026-01-04 18:19:47,LOW/MEDIUM — recycled source ID; first_seen is only an activity proxy
