dpd_bucket,risk_segment,geography,accounts,recovered,outstanding,month,recovery_per_account,recovery_rate
31-60,MEDIUM,Tamil Nadu,110,821832.36,37925793.97,2026-04,7471.203272727273,0.02166948332446473
31-60,MEDIUM,Telangana,96,349793.22,32236805.13,2026-04,3643.6793749999997,0.010850740902809805
31-60,MEDIUM,UNKNOWN,100,748670.59,34023772.01,2026-04,7486.7059,0.022004338313222786
31-60,MEDIUM,West Bengal,98,1100134.05,34762717.99,2026-04,11225.857653061224,0.031646951493162
31-60,NPA,Delhi,97,804916.12,34505820.8,2026-04,8298.104329896907,0.023326966330272023
31-60,NPA,Haryana,100,821376.75,31840866.09,2026-04,8213.7675,0.02579630678632712
31-60,NPA,Karnataka,103,874525.64,33236382.68,2026-04,8490.540194174757,0.026312299037471547
31-60,NPA,Maharashtra,197,1294488.58,71393945.54,2026-04,6571.008020304569,0.018131629653031778
31-60,NPA,Odisha,100,472326.9,35325584.12,2026-04,4723.269,0.013370674873924775
31-60,NPA,Rajasthan,91,633055.25,28108359.09,2026-04,6956.6510989010985,0.022521956830458295
31-60,NPA,Tamil Nadu,104,857143.63,35760253.75,2026-04,8241.765673076923,0.02396917080041693
31-60,NPA,Telangana,70,350232.98,26116835.0,2026-04,5003.328285714286,0.013410238262025241
31-60,NPA,UNKNOWN,86,708719.8200000001,29336610.52,2026-04,8240.928139534884,0.024158203945095703
31-60,NPA,West Bengal,96,703051.25,29990983.21,2026-04,7323.450520833333,0.02344208741264538
61-90,HIGH,Delhi,95,600875.1,32950538.48,2026-04,6325.001052631579,0.018235668602645548
61-90,HIGH,Haryana,94,304379.74,37484785.94,2026-04,3238.082340425532,0.008120087453272517
61-90,HIGH,Karnataka,90,600281.49,32772627.72,2026-04,6669.794333333333,0.018316550480133427
61-90,HIGH,Maharashtra,184,524085.61,64241075.69,2026-04,2848.291358695652,0.008158107633953911
61-90,HIGH,Odisha,84,42718.57,28530922.7,2026-04,508.5544047619048,0.0014972726416590796
61-90,HIGH,Rajasthan,86,467992.39,29731472.63,2026-04,5441.771976744186,0.015740639416823937
61-90,HIGH,Tamil Nadu,113,840415.76,39866689.24,2026-04,7437.307610619469,0.021080650939952494
61-90,HIGH,Telangana,78,995765.49,24268650.95,2026-04,12766.22423076923,0.0410309370739868
61-90,HIGH,UNKNOWN,99,273775.1,34699516.13,2026-04,2765.4050505050504,0.007889882353814827
61-90,HIGH,West Bengal,97,266172.89,39345929.13,2026-04,2744.0504123711344,0.006764941021485543
61-90,LOW,Delhi,90,467038.18,31440530.03,2026-04,5189.313111111111,0.014854653517429902
61-90,LOW,Haryana,106,898090.5800000001,36710925.27,2026-04,8472.552641509435,0.024463850295103173
61-90,LOW,Karnataka,105,576923.73,36824714.6,2026-04,5494.511714285714,0.01566675359922545
61-90,LOW,Maharashtra,177,1585689.78,58418948.29,2026-04,8958.699322033899,0.027143415388589498
61-90,LOW,Odisha,101,532354.78,36457845.08,2026-04,5270.839405940595,0.01460192665890828
61-90,LOW,Rajasthan,86,647598.69,28906665.32,2026-04,7530.217325581395,0.022403092256786123
61-90,LOW,Tamil Nadu,90,260521.66,28388755.830000002,2026-04,2894.685111111111,0.00917693123150864
61-90,LOW,Telangana,99,747318.14,37571501.77,2026-04,7548.668080808081,0.019890558130330492
61-90,LOW,UNKNOWN,113,872114.21,38613459.269999996,2026-04,7717.824867256637,0.022585757051753527
61-90,LOW,West Bengal,99,435032.97,35742320.48,2026-04,4394.272424242424,0.012171368958639028
61-90,MEDIUM,Delhi,111,817442.58,39627329.85,2026-04,7364.347567567567,0.0206282528521159
61-90,MEDIUM,Haryana,82,598626.81,26815040.87,2026-04,7300.326951219513,0.022324292284399565
61-90,MEDIUM,Karnataka,71,351349.67,24932341.04,2026-04,4948.58690140845,0.014092125141249873
61-90,MEDIUM,Maharashtra,177,1364953.92,66943057.83,2026-04,7711.604067796609,0.02038977549346882
61-90,MEDIUM,Odisha,113,376467.53,39732546.38,2026-04,3331.571061946903,0.00947504160441881
61-90,MEDIUM,Rajasthan,93,371252.17,29391905.61,2026-04,3991.958817204301,0.01263110241731618
61-90,MEDIUM,Tamil Nadu,88,549749.59,31186317.57,2026-04,6247.154431818181,0.017627909700016563
61-90,MEDIUM,Telangana,101,402533.08999999997,34450227.85,2026-04,3985.476138613861,0.011684482661556618
61-90,MEDIUM,UNKNOWN,90,1015303.2100000001,29006778.25,2026-04,11281.146777777778,0.03500227433910211
61-90,MEDIUM,West Bengal,117,315101.17000000004,40382282.84,2026-04,2693.1723931623937,0.007802955846960732
61-90,NPA,Delhi,85,400879.14,29408373.19,2026-04,4716.225176470589,0.013631462624947735
61-90,NPA,Haryana,86,498607.51,30393992.62,2026-04,5797.761744186047,0.016404804601811474
61-90,NPA,Karnataka,108,154245.49,37832016.43,2026-04,1428.1989814814815,0.004077115220263188
61-90,NPA,Maharashtra,196,989676.57,67731039.28,2026-04,5049.370255102041,0.014611861570714701
61-90,NPA,Odisha,101,449111.54,32339220.98,2026-04,4446.648910891089,0.013887518820498192
61-90,NPA,Rajasthan,107,894485.0700000001,38040681.48,2026-04,8359.67355140187,0.023513907616778063
61-90,NPA,Tamil Nadu,80,253233.2,23797851.81,2026-04,3165.415,0.010641010878704183
61-90,NPA,Telangana,101,647934.5,30899803.69,2026-04,6415.193069306931,0.02096888726220901
61-90,NPA,UNKNOWN,98,566002.48,32258934.64,2026-04,5775.535510204081,0.01754560360769558
61-90,NPA,West Bengal,88,504376.58999999997,29750928.58,2026-04,5731.552159090908,0.01695330579829586
90+,HIGH,Delhi,92,235856.99,30260206.81,2026-04,2563.6629347826088,0.007794295375471692
90+,HIGH,Haryana,84,249014.11000000002,27063005.68,2026-04,2964.453690476191,0.009201273241575878
90+,HIGH,Karnataka,101,482664.96,36233601.15,2026-04,4778.86099009901,0.013320921594347241
90+,HIGH,Maharashtra,178,854438.1799999999,63976855.38,2026-04,4800.214494382022,0.013355426347933764
90+,HIGH,Odisha,107,534998.95,38977540.28,2026-04,4999.9901869158875,0.013725826364536309
90+,HIGH,Rajasthan,79,518850.15,28218039.55,2026-04,6567.72341772152,0.01838717920430443
90+,HIGH,Tamil Nadu,99,303056.72,36774110.19,2026-04,3061.1789898989896,0.008241034750649395
90+,HIGH,Telangana,100,1048302.21,34492321.88,2026-04,10483.0221,0.030392335246292788
90+,HIGH,UNKNOWN,103,586930.54,39128882.13,2026-04,5698.354757281554,0.014999931202992433
90+,HIGH,West Bengal,93,424726.97000000003,28824589.01,2026-04,4566.956666666667,0.014734883812312161
90+,LOW,Delhi,94,478164.33,33215858.29,2026-04,5086.854574468085,0.014395663836991883
90+,LOW,Haryana,79,220164.97,26892957.18,2026-04,2786.8983544303796,0.008186714779129396
90+,LOW,Karnataka,96,559554.84,29968543.46,2026-04,5828.69625,0.01867140592758057
90+,LOW,Maharashtra,216,1149401.56,76174018.15,2026-04,5321.303518518519,0.015089154910229715
90+,LOW,Odisha,98,393796.97000000003,34496877.14,2026-04,4018.3364285714288,0.011415438226533917
90+,LOW,Rajasthan,90,472492.28,32570738.64,2026-04,5249.914222222223,0.014506649211195169
90+,LOW,Tamil Nadu,102,592437.89,34236240.02,2026-04,5808.214607843137,0.017304408710007636
90+,LOW,Telangana,104,316249.61,36273477.01,2026-04,3040.8616346153844,0.008718480721128973
90+,LOW,UNKNOWN,118,454243.65,39620532.26,2026-04,3849.522457627119,0.011464854813638995
90+,LOW,West Bengal,97,186802.78999999998,35336974.82,2026-04,1925.8019587628864,0.00528632660128771
90+,MEDIUM,Delhi,87,513826.79,27047462.3,2026-04,5906.055057471264,0.01899722732953028
90+,MEDIUM,Haryana,87,538991.19,28390610.94,2026-04,6195.301034482758,0.018984839429453993
90+,MEDIUM,Karnataka,83,459978.83,30082910.34,2026-04,5541.9136144578315,0.015290370007465175
90+,MEDIUM,Maharashtra,151,934687.74,46713210.3,2026-04,6189.985033112583,0.02000906668578931
90+,MEDIUM,Odisha,89,559924.37,33982886.46,2026-04,6291.285056179775,0.016476657174459453
90+,MEDIUM,Rajasthan,85,544862.18,30266780.5,2026-04,6410.143294117648,0.018001986699576457
90+,MEDIUM,Tamil Nadu,100,915014.35,36107959.99,2026-04,9150.1435,0.025341070230869057
90+,MEDIUM,Telangana,101,574236.28,37109859.74,2026-04,5685.507722772278,0.015473954469869414
90+,MEDIUM,UNKNOWN,110,555786.3400000001,35384216.05,2026-04,5052.603090909091,0.015707182524960877
90+,MEDIUM,West Bengal,75,214677.47,25820602.94,2026-04,2862.366266666667,0.0083141927591254
90+,NPA,Delhi,96,364025.12,33404347.2,2026-04,3791.9283333333333,0.0108975373121496
90+,NPA,Haryana,79,421475.5,30008687.18,2026-04,5335.132911392405,0.014045116251566724
90+,NPA,Karnataka,77,154381.33,28841715.35,2026-04,2004.9523376623374,0.005352709716691659
90+,NPA,Maharashtra,180,1299889.66,61904271.46,2026-04,7221.609222222221,0.020998383945765926
90+,NPA,Odisha,108,504937.5,36710661.35,2026-04,4675.347222222223,0.0137545192985198
90+,NPA,Rajasthan,92,382073.16,33158562.74,2026-04,4152.9691304347825,0.011522609197385254
90+,NPA,Tamil Nadu,112,501791.77,36947453.36,2026-04,4480.283660714286,0.013581227510073783
90+,NPA,Telangana,102,74213.06,34556234.03,2026-04,727.5790196078431,0.0021476026564576428
90+,NPA,UNKNOWN,97,601681.72,35332415.84,2026-04,6202.904329896907,0.017029170117454383
90+,NPA,West Bengal,85,552931.51,27128199.17,2026-04,6505.076588235294,0.020382167888661956
0-30,HIGH,Delhi,225,1109450.06,79268839.56,2026-05,4930.889155555556,0.013996042658858876
0-30,HIGH,Haryana,208,1444813.76,71803972.31,2026-05,6946.22,0.02012164109476132
0-30,HIGH,Karnataka,201,1433354.89,69371135.79,2026-05,7131.118855721393,0.02066212227429929
0-30,HIGH,Maharashtra,444,2743953.58,160781800.23,2026-05,6180.075630630631,0.01706631954658268
0-30,HIGH,Odisha,252,1381321.11,83531904.65,2026-05,5481.432976190476,0.016536449345765036
0-30,HIGH,Rajasthan,242,1676272.31,85936694.05,2026-05,6926.745082644628,0.01950589708541389
0-30,HIGH,Tamil Nadu,201,757258.54,75322166.07,2026-05,3767.4554228855723,0.010053594838154926
0-30,HIGH,Telangana,231,1276479.41,83006026.02,2026-05,5525.884891774891,0.015378153505294145
0-30,HIGH,UNKNOWN,235,1006770.87,82205626.27,2026-05,4284.131361702128,0.012246982544641346
0-30,HIGH,West Bengal,241,1762360.79,80089457.9,2026-05,7312.700373443983,0.022004903469324145
0-30,LOW,Delhi,205,1316857.3,76655234.26,2026-05,6423.694146341463,0.017178961263538378
0-30,LOW,Haryana,198,1146200.6300000001,72485340.84,2026-05,5788.892070707071,0.015812861148436313
0-30,LOW,Karnataka,202,1234369.31,65854515.97,2026-05,6110.739158415842,0.01874388250856352
0-30,LOW,Maharashtra,437,2772170.88,148767270.98,2026-05,6343.640457665903,0.018634279312502045
0-30,LOW,Odisha,197,1878517.69,67399156.88,2026-05,9535.622791878171,0.027871530994736087
0-30,LOW,Rajasthan,181,1176575.15,66186759.44,2026-05,6500.415193370165,0.017776593988811245
0-30,LOW,Tamil Nadu,210,1410827.45,73384990.02,2026-05,6718.225952380953,0.01922501385658702
0-30,LOW,Telangana,249,2010779.24,89526604.7,2026-05,8075.418634538152,0.02246013066996162
0-30,LOW,UNKNOWN,253,1166123.1199999999,84588680.82,2026-05,4609.182292490118,0.013785805721234086
0-30,LOW,West Bengal,221,930056.8099999999,77156531.15,2026-05,4208.40185520362,0.012054155314368353
0-30,MEDIUM,Delhi,231,1358650.8800000001,83839186.89,2026-05,5881.605541125542,0.01620543960883827
0-30,MEDIUM,Haryana,218,1666857.32,74994778.19,2026-05,7646.134495412844,0.02222631175435976
0-30,MEDIUM,Karnataka,254,1722309.77,87956605.05,2026-05,6780.747125984252,0.019581357977845236
0-30,MEDIUM,Maharashtra,422,2444523.2600000002,153682100.84,2026-05,5792.709146919432,0.01590636285317975
0-30,MEDIUM,Odisha,237,1790018.51,79962350.36,2026-05,7552.820717299578,0.02238576657565872
0-30,MEDIUM,Rajasthan,237,1816267.81,84328915.84,2026-05,7663.577257383967,0.021537900634772348
0-30,MEDIUM,Tamil Nadu,214,1168289.73,71813684.47,2026-05,5459.297803738317,0.016268344099348506
0-30,MEDIUM,Telangana,240,1657053.6,84150642.21,2026-05,6904.39,0.019691514603831332
0-30,MEDIUM,UNKNOWN,217,1656415.79,75953347.38,2026-05,7633.252488479263,0.021808331655388855
0-30,MEDIUM,West Bengal,215,747903.78,73450088.26,2026-05,3478.62223255814,0.01018247625996794
0-30,NPA,Delhi,220,1162909.5,82542832.27,2026-05,5285.952272727272,0.014088558243265622
0-30,NPA,Haryana,191,1564683.32,69293641.36,2026-05,8192.059267015708,0.02258047476349279
0-30,NPA,Karnataka,229,1416740.2,75934663.2,2026-05,6186.638427947598,0.018657358053574668
0-30,NPA,Maharashtra,417,2183122.01,146311635.61,2026-05,5235.304580335731,0.014921041658089353
0-30,NPA,Odisha,234,1616821.94,87684510.24,2026-05,6909.49547008547,0.018439082747621217
0-30,NPA,Rajasthan,201,832187.15,69815534.8,2026-05,4140.234577114428,0.011919799116113053
0-30,NPA,Tamil Nadu,212,940023.88,78111806.5,2026-05,4434.074905660377,0.01203433798448894
0-30,NPA,Telangana,223,956556.66,77902601.66,2026-05,4289.491748878924,0.012278879519002705
0-30,NPA,UNKNOWN,244,1483519.54,84587580.28,2026-05,6079.998114754098,0.017538266670937806
0-30,NPA,West Bengal,196,1430544.3699999999,72794676.83,2026-05,7298.695765306122,0.01965177169947194
31-60,HIGH,Delhi,88,925848.01,27890569.66,2026-05,10521.000113636364,0.03319573681307161
31-60,HIGH,Haryana,86,295217.76,32664051.689999998,2026-05,3432.764651162791,0.009038001862162741
31-60,HIGH,Karnataka,98,856941.7,35347578.63,2026-05,8744.30306122449,0.024243292842489106
31-60,HIGH,Maharashtra,201,895053.13,65361967.27,2026-05,4453.000646766169,0.013693791166087097
31-60,HIGH,Odisha,68,0.0,24092352.86,2026-05,0.0,0.0
31-60,HIGH,Rajasthan,64,313678.0,22147901.17,2026-05,4901.21875,0.014162876996439115
31-60,HIGH,Tamil Nadu,102,851555.26,36634600.089999996,2026-05,8348.580980392157,0.0232445627332628
31-60,HIGH,Telangana,71,607322.76,24952852.85,2026-05,8553.841690140845,0.024338810622209075
31-60,HIGH,UNKNOWN,98,735232.9199999999,31408827.97,2026-05,7502.376734693877,0.023408479956726
31-60,HIGH,West Bengal,83,852122.64,28092952.78,2026-05,10266.537831325302,0.03033225615951076
31-60,LOW,Delhi,90,543425.11,33579072.71,2026-05,6038.056777777778,0.01618344600201439
31-60,LOW,Haryana,82,409724.63,31835318.41,2026-05,4996.641829268293,0.012870128224359104
31-60,LOW,Karnataka,95,541553.22,34233471.74,2026-05,5700.560210526315,0.015819406927613
31-60,LOW,Maharashtra,204,1663610.05,72775625.49,2026-05,8154.9512254901965,0.02285944007762042
31-60,LOW,Odisha,89,301093.52,29336264.47,2026-05,3383.0732584269663,0.01026352623415656
31-60,LOW,Rajasthan,84,296412.85,28210227.13,2026-05,3528.7244047619047,0.010507283356282569
31-60,LOW,Tamil Nadu,95,782733.14,35824020.58,2026-05,8239.296210526316,0.02184939399116435
31-60,LOW,Telangana,99,75536.51000000001,33867200.72,2026-05,762.9950505050506,0.00223037358843161
31-60,LOW,UNKNOWN,102,681447.59,34722811.33,2026-05,6680.858725490196,0.019625357622216472
31-60,LOW,West Bengal,98,535591.4299999999,33405276.42,2026-05,5465.218673469387,0.016033138695398946
31-60,MEDIUM,Delhi,91,510778.42,32118459.97,2026-05,5612.94967032967,0.015902954888780116
31-60,MEDIUM,Haryana,92,517054.58999999997,32170410.8,2026-05,5620.1585869565215,0.016072365168554203
31-60,MEDIUM,Karnataka,78,260741.63,30623800.68,2026-05,3342.84141025641,0.008514345842457331
31-60,MEDIUM,Maharashtra,156,267766.67,53265269.43,2026-05,1716.4530128205126,0.0050270405625544206
31-60,MEDIUM,Odisha,94,640793.52,32558275.78,2026-05,6816.952340425532,0.019681432896812942
31-60,MEDIUM,Rajasthan,83,616381.91,29131566.19,2026-05,7426.288072289157,0.021158557215217134
31-60,MEDIUM,Tamil Nadu,102,504958.78,34458778.18,2026-05,4950.5762745098045,0.0146539954888209
31-60,MEDIUM,Telangana,90,977503.74,30597973.4,2026-05,10861.152666666667,0.03194668245577336
31-60,MEDIUM,UNKNOWN,92,748219.18,31555189.06,2026-05,8132.817173913044,0.023711446588937028
31-60,MEDIUM,West Bengal,95,306906.21,33925785.339999996,2026-05,3230.5916842105266,0.009046399572603087
31-60,NPA,Delhi,94,511822.27,32777463.7,2026-05,5444.917765957447,0.015615066335959363
31-60,NPA,Haryana,93,536592.32,30544957.06,2026-05,5769.8098924731175,0.017567296589939944
31-60,NPA,Karnataka,91,883362.8,30421482.13,2026-05,9707.283516483518,0.029037467544320468
31-60,NPA,Maharashtra,171,1011523.3999999999,62892663.15,2026-05,5915.341520467836,0.016083329109271467
31-60,NPA,Odisha,100,341359.16,35760490.87,2026-05,3413.5915999999997,0.009545706775696728
31-60,NPA,Rajasthan,92,253266.5,27472753.11,2026-05,2752.896739130435,0.009218824883910588
31-60,NPA,Tamil Nadu,94,1370470.72,31667778.47,2026-05,14579.47574468085,0.04327650331703233
31-60,NPA,Telangana,70,379413.18,26616170.81,2026-05,5420.1882857142855,0.014254987417553322
31-60,NPA,UNKNOWN,85,558811.05,28722308.44,2026-05,6574.247647058824,0.01945564546691429
31-60,NPA,West Bengal,92,500988.08,29532515.11,2026-05,5445.522608695653,0.016963948994319165
61-90,HIGH,Delhi,85,403323.98,29047516.21,2026-05,4744.987999999999,0.013884973058768799
61-90,HIGH,Haryana,84,401131.69,33133125.34,2026-05,4775.377261904762,0.012106666240619728
61-90,HIGH,Karnataka,82,501026.78,29597675.89,2026-05,6110.08268292683,0.016927909537967443
61-90,HIGH,Maharashtra,171,1143264.83,59630252.87,2026-05,6685.759239766082,0.019172563840915337
61-90,HIGH,Odisha,82,435748.92,27185001.919999998,2026-05,5314.011219512195,0.01602901928358591
61-90,HIGH,Rajasthan,84,671775.47,29517143.78,2026-05,7997.327023809524,0.02275882365200851
61-90,HIGH,Tamil Nadu,97,906328.23,34464427.12,2026-05,9343.59,0.026297498775891447
61-90,HIGH,Telangana,76,450115.44,23298185.07,2026-05,5922.571578947369,0.019319764121008418
61-90,HIGH,UNKNOWN,99,1181459.0,35010094.03,2026-05,11933.929292929293,0.033746238984323
61-90,HIGH,West Bengal,94,531130.1,38394260.45,2026-05,5650.320212765957,0.01383358069083474
61-90,LOW,Delhi,90,404883.52999999997,32122525.89,2026-05,4498.705888888889,0.012604349090930096
61-90,LOW,Haryana,94,1201295.82,32946796.2,2026-05,12779.742765957448,0.036461688496437175
61-90,LOW,Karnataka,99,603868.31,32983750.25,2026-05,6099.6798989899,0.01830805488833096
61-90,LOW,Maharashtra,177,1108376.93,58506842.1,2026-05,6262.016553672316,0.018944398470619215
61-90,LOW,Odisha,91,465099.66,33207802.32,2026-05,5110.985274725274,0.014005734421030484
61-90,LOW,Rajasthan,80,1143688.41,28405526.33,2026-05,14296.105124999998,0.04026288394424551
61-90,LOW,Tamil Nadu,87,622813.73,27608680.12,2026-05,7158.7785057471265,0.02255862023439605
61-90,LOW,Telangana,96,566908.0,36170518.96,2026-05,5905.291666666667,0.01567320614412329
61-90,LOW,UNKNOWN,105,364758.57999999996,35227554.6,2026-05,3473.891238095238,0.010354354258810799
61-90,LOW,West Bengal,94,380195.42,33660376.38,2026-05,4044.6321276595745,0.011295043635516233
61-90,MEDIUM,Delhi,102,668813.6799999999,35712003.38,2026-05,6556.996862745097,0.018727979858294913
61-90,MEDIUM,Haryana,76,517512.3,22954060.509999998,2026-05,6809.372368421053,0.02254556660136643
61-90,MEDIUM,Karnataka,68,431881.74,22624689.63,2026-05,6351.202058823529,0.019088957553138376
61-90,MEDIUM,Maharashtra,170,729613.38,63637967.11,2026-05,4291.843411764706,0.011465064223985078
61-90,MEDIUM,Odisha,104,654311.3,35818614.78,2026-05,6291.454807692308,0.018267353553977947
61-90,MEDIUM,Rajasthan,87,632385.4,28220247.19,2026-05,7268.797701149426,0.022408924902120958
61-90,MEDIUM,Tamil Nadu,85,179707.05,29711139.25,2026-05,2114.200588235294,0.006048473890142061
61-90,MEDIUM,Telangana,95,807768.58,32524328.81,2026-05,8502.827157894737,0.02483582627388891
61-90,MEDIUM,UNKNOWN,85,725292.5,28955433.65,2026-05,8532.85294117647,0.02504858013065883
61-90,MEDIUM,West Bengal,112,590823.13,37605810.81,2026-05,5275.206517857143,0.01571095310203737
61-90,NPA,Delhi,80,489357.8,28084827.07,2026-05,6116.9725,0.01742427677337306
61-90,NPA,Haryana,74,311587.8,26952077.27,2026-05,4210.645945945946,0.011560808351748985
61-90,NPA,Karnataka,97,508525.02,33789202.75,2026-05,5242.525979381444,0.015049926562709445
61-90,NPA,Maharashtra,185,1161822.85,63770883.97,2026-05,6280.123513513514,0.018218703860943205
61-90,NPA,Odisha,89,452245.89,29988266.96,2026-05,5081.414494382023,0.01508076110577615
61-90,NPA,Rajasthan,96,570034.53,33602245.26,2026-05,5937.8596875,0.016964179791835735
61-90,NPA,Tamil Nadu,78,450937.81,22899166.91,2026-05,5781.253974358974,0.019692323820002237
61-90,NPA,Telangana,98,590477.51,30571156.75,2026-05,6025.280714285715,0.01931485664179194
61-90,NPA,UNKNOWN,93,814813.67,29590351.89,2026-05,8761.437311827958,0.027536464352604224
61-90,NPA,West Bengal,89,583133.72,30912762.07,2026-05,6552.064269662921,0.0188638504278437
90+,HIGH,Delhi,91,572768.28,29772480.23,2026-05,6294.156923076924,0.019238178195945352
90+,HIGH,Haryana,75,411890.57,24291453.29,2026-05,5491.874266666667,0.016956192990295972
90+,HIGH,Karnataka,97,445988.01999999996,35543712.17,2026-05,4597.814639175257,0.012547592605603747
90+,HIGH,Maharashtra,173,1330002.61,60809418.74,2026-05,7687.876358381503,0.021871654713336932
90+,HIGH,Odisha,105,1233706.6400000001,39251653.38,2026-05,11749.587047619048,0.0314306923088395
90+,HIGH,Rajasthan,77,571419.23,28610706.57,2026-05,7421.028961038961,0.01997221664560939
90+,HIGH,Tamil Nadu,94,420597.69999999995,34042376.02,2026-05,4474.443617021276,0.012355121738650013
90+,HIGH,Telangana,98,758365.71,33026526.64,2026-05,7738.425612244898,0.022962321114370746
90+,HIGH,UNKNOWN,90,572781.76,33354232.43,2026-05,6364.241777777778,0.01717268599126327
90+,HIGH,West Bengal,91,344204.64,28864236.65,2026-05,3782.4685714285715,0.01192495211890525
90+,LOW,Delhi,86,764612.96,31430925.45,2026-05,8890.848372093023,0.024326772090002204
90+,LOW,Haryana,71,439616.73,24516107.42,2026-05,6191.784929577465,0.01793175084725583
90+,LOW,Karnataka,88,365893.22,27038980.49,2026-05,4157.8775,0.013532064203948837
90+,LOW,Maharashtra,200,810561.23,70180517.06,2026-05,4052.80615,0.011549661700369352
90+,LOW,Odisha,93,621018.9,32105786.04,2026-05,6677.622580645161,0.01934289661141715
90+,LOW,Rajasthan,96,750282.35,36087074.46,2026-05,7815.441145833333,0.020790888738615693
90+,LOW,Tamil Nadu,97,705210.43,33187566.07,2026-05,7270.210618556702,0.021249236190221166
90+,LOW,Telangana,103,320674.42000000004,34867904.9,2026-05,3113.343883495146,0.00919683648672565
90+,LOW,UNKNOWN,111,748631.64,37608469.28,2026-05,6744.429189189189,0.019905932209746135
90+,LOW,West Bengal,88,210212.98,31469580.07,2026-05,2388.7838636363635,0.0066798787760246085
90+,MEDIUM,Delhi,82,781286.26,25649651.65,2026-05,9527.881219512195,0.030459916986825826
90+,MEDIUM,Haryana,80,277688.94,25137181.98,2026-05,3471.11175,0.011046939956154942
90+,MEDIUM,Karnataka,77,273622.83999999997,27168228.07,2026-05,3553.5433766233764,0.010071427525380015
90+,MEDIUM,Maharashtra,132,545321.22,41312794.55,2026-05,4131.221363636363,0.013199814390188717
90+,MEDIUM,Odisha,80,886605.81,30373462.46,2026-05,11082.572625,0.029190146206334096
90+,MEDIUM,Rajasthan,78,603021.0,27036378.13,2026-05,7731.038461538462,0.02230406000021424
90+,MEDIUM,Tamil Nadu,99,556711.33,36766399.82,2026-05,5623.346767676767,0.01514185051366283
90+,MEDIUM,Telangana,96,311556.2,35385149.93,2026-05,3245.3770833333333,0.008804716120076647
90+,MEDIUM,UNKNOWN,107,560178.36,34865338.62,2026-05,5235.311775700934,0.01606691293336993
90+,MEDIUM,West Bengal,71,198800.72,23710012.84,2026-05,2800.0101408450705,0.008384673654187696
90+,NPA,Delhi,91,566149.9299999999,31530922.84,2026-05,6221.427802197802,0.01795538725183725
90+,NPA,Haryana,76,824598.37,29625729.4,2026-05,10849.978552631579,0.02783385883488155
90+,NPA,Karnataka,67,260288.91000000003,26349900.41,2026-05,3884.9091044776123,0.009878174336523044
90+,NPA,Maharashtra,166,729213.1900000001,56962499.41,2026-05,4392.850542168675,0.012801636121184384
90+,NPA,Odisha,101,956407.7,34379337.8,2026-05,9469.383168316832,0.027819258927087306
90+,NPA,Rajasthan,85,446820.87,30002160.51,2026-05,5256.716117647059,0.014892956453955055
90+,NPA,Tamil Nadu,103,940951.25,33696369.88,2026-05,9135.449029126214,0.027924410058143626
90+,NPA,Telangana,91,830161.64,30835709.5,2026-05,9122.655384615386,0.026922086550335417
90+,NPA,UNKNOWN,93,163490.26,33727015.12,2026-05,1757.9597849462366,0.004847457132459103
90+,NPA,West Bengal,78,822170.1699999999,23562270.62,2026-05,10540.643205128204,0.03489350340039511
0-30,HIGH,Delhi,213,1621165.72,74479704.27,2026-06,7611.106666666667,0.02176654346159906
0-30,HIGH,Haryana,200,1224167.53,67920263.81,2026-06,6120.83765,0.018023597985786444
0-30,HIGH,Karnataka,184,1478485.54,64435221.14,2026-06,8035.2475,0.022945300937008625
0-30,HIGH,Maharashtra,429,3157860.95,157008389.09,2026-06,7360.981235431236,0.020112689317446968
0-30,HIGH,Odisha,235,1414007.1800000002,78719053.72,2026-06,6017.051829787235,0.01796270551002249
0-30,HIGH,Rajasthan,218,1535698.7,76638644.3,2026-06,7044.489449541285,0.02003817674525331
0-30,HIGH,Tamil Nadu,185,686042.37,69021787.68,2026-06,3708.337135135135,0.00993950451096169
0-30,HIGH,Telangana,222,1709024.21,78457035.51,2026-06,7698.3072522522525,0.021782931242439952
0-30,HIGH,UNKNOWN,223,1235248.68,78129571.97,2026-06,5539.231748878923,0.01581025786848426
0-30,HIGH,West Bengal,240,1106363.24,79480043.06,2026-06,4609.846833333333,0.013920013092655212
0-30,LOW,Delhi,193,1324645.69,72528129.4,2026-06,6863.449170984456,0.01826388879677903
0-30,LOW,Haryana,195,996107.27,69394735.96,2026-06,5108.24241025641,0.014354219469531073
0-30,LOW,Karnataka,197,1320718.92,65753385.88,2026-06,6704.156954314721,0.020085945420518926
0-30,LOW,Maharashtra,421,2096167.81,144001229.71,2026-06,4979.020926365796,0.014556596594497234
0-30,LOW,Odisha,189,903506.45,65714719.23,2026-06,4780.457407407407,0.013748920494322562
0-30,LOW,Rajasthan,176,1056928.24,63999998.09,2026-06,6005.274090909091,0.016514504242854736
0-30,LOW,Tamil Nadu,205,1425107.98,72521342.75,2026-06,6951.746243902439,0.019650876913748262
0-30,LOW,Telangana,237,929092.0499999999,85631540.07000001,2026-06,3920.219620253164,0.010849881354936605
0-30,LOW,UNKNOWN,232,1212698.4,77549305.83,2026-06,5227.148275862069,0.015637772472888684
0-30,LOW,West Bengal,206,1618194.8900000001,72021408.53,2026-06,7855.3150000000005,0.022468248303224348
0-30,MEDIUM,Delhi,218,1485983.34,77467448.78,2026-06,6816.4373394495415,0.019182035337449253
